meeting_key,driver_num,min_lap_p1,max_lap_p1,avg_lap_p1,num_laps_p1,num_stints_p1,num_pits_p1,avg_pit_time_p1,max_brake_p1,min_rpm_p1,max_rpm_p1,avg_rpm_p1,max_throttle_p1,avg_throttle_p1,min_speed_p1,max_speed_p1,avg_speed_p1,did_rain_p1,max_wind_p1,avg_air_temp_p1,avg_track_temp_p1,min_lap_p2,max_lap_p2,avg_lap_p2,num_laps_p2,num_stints_p2,num_pits_p2,avg_pit_time_p2,max_brake_p2,min_rpm_p2,max_rpm_p2,avg_rpm_p2,max_throttle_p2,avg_throttle_p2,min_speed_p2,max_speed_p2,avg_speed_p2,did_rain_p2,max_wind_p2,avg_air_temp_p2,avg_track_temp_p2,min_lap_p3,max_lap_p3,avg_lap_p3,num_laps_p3,num_stints_p3,num_pits_p3,avg_pit_time_p3,max_brake_p3,min_rpm_p3,max_rpm_p3,avg_rpm_p3,max_throttle_p3,avg_throttle_p3,min_speed_p3,max_speed_p3,avg_speed_p3,did_rain_p3,max_wind_p3,avg_air_temp_p3,avg_track_temp_p3,min_lap_q,max_lap_q,avg_lap_q,num_laps_q,num_stints_q,num_pits_q,avg_pit_time_q,max_brake_q,min_rpm_q,max_rpm_q,avg_rpm_q,max_throttle_q,avg_throttle_q,min_speed_q,max_speed_q,avg_speed_q,did_rain_q,max_wind_q,avg_air_temp_q,avg_track_temp_q
1248,1,78.839,1068.438,279.987,14,4,4,305.4,0,3.9,19.534,45.618,100,5145,12229,9811,100,62.0,63,346,195,88.234,1904.176,696.189,4,2,2,1802.7,0,3.1,22.756,37.79,100,4758,12341,9182,100,49.0,66,348,171,77.003,810.888,146.427,26,5,5,346.6,0,3.8,18.249,32.758,100,5174,12228,9950,100,61.0,67,346,197,76.171,955.055,215.614,18.0,6.0,6.0,423.3,0.0,3.7,21.963,39.412,100.0,5335.0,12359.0,9977.0,100.0,63.0,67.0,348.0,201.0
1248,4,77.948,1825.186,158.832,36,5,5,618.2,0,3.1,22.756,37.79,100,5041,12472,9981,100,60.0,69,342,197,76.551,874.672,170.742,18,4,4,392.1,0,3.8,18.249,32.758,100,5757,12070,9967,100,61.0,69,343,198,76.26,1260.772,271.498,15,5,5,632.9,0,3.7,21.963,39.412,100,5225,12266,10011,100,61.0,66,344,198,,,,,,,,,,,,,,,,,,,,
1248,10,79.34,987.475,217.771,20,6,6,662.0,0,3.9,19.534,45.618,100,5430,12201,9906,100,62.0,66,341,194,78.942,1850.88,181.173,30,4,4,901.5,0,3.1,22.756,37.79,100,5996,12412,10046,100,61.0,65,349,194,78.454,1236.433,188.851,20,4,4,580.6,0,3.8,18.249,32.758,100,5810,12442,9954,100,60.0,71,348,196,76.892,1021.734,248.577,18.0,7.0,7.0,437.0,0.0,3.7,21.963,39.412,100.0,6323.0,12390.0,10117.0,100.0,62.0,69.0,348.0,198.0
1248,11,79.094,982.784,177.367,23,4,4,617.4,0,3.9,19.534,45.618,100,5609,12418,9745,100,60.0,65,344,193,78.392,1804.601,170.647,32,4,4,851.0,0,3.1,22.756,37.79,100,5280,12263,9826,100,61.0,62,347,194,77.611,250.855,110.606,9,2,2,159.4,0,3.7,21.963,39.412,100,5470,12294,9878,100,62.0,66,348,198,,,,,,,,,,,,,,,,,,,,
1248,14,78.579,1775.953,168.852,35,6,6,564.5,0,3.1,22.756,37.79,100,5532,12547,10244,99,60.0,64,347,198,77.798,599.005,162.134,23,6,6,286.5,0,3.8,18.249,32.758,100,5466,12418,10257,99,61.0,65,348,197,77.168,770.27,199.265,13,5,5,285.3,0,3.7,21.963,39.412,100,5648,12390,10252,99,61.0,65,347,199,,,,,,,,,,,,,,,,,,,,
1248,16,77.887,412.382,110.53,31,5,5,163.2,0,3.1,22.756,37.79,100,5570,12396,10128,100,63.0,64,348,194,77.232,505.41,135.201,24,6,6,164.8,0,3.8,18.249,32.758,100,4670,12366,10033,100,65.0,64,349,201,76.265,994.697,195.679,21,7,7,332.4,0,3.7,21.963,39.412,100,5548,12392,10177,100,63.0,62,349,201,,,,,,,,,,,,,,,,,,,,
1248,18,79.6,1400.415,231.425,18,4,4,789.9,0,3.9,19.534,45.618,100,5303,12262,9856,100,58.0,68,343,190,78.89,1609.102,153.161,34,4,4,719.6,0,3.1,22.756,37.79,100,5283,12384,10021,100,62.0,65,346,195,77.9,818.475,148.291,26,6,6,268.4,0,3.8,18.249,32.758,100,5396,12546,10217,100,60.0,62,349,197,77.294,686.502,184.934,14.0,5.0,5.0,269.4,0.0,3.7,21.963,39.412,100.0,5423.0,12441.0,10307.0,100.0,62.0,63.0,348.0,197.0
1248,20,79.335,1008.381,177.977,23,5,5,423.8,0,3.9,19.534,45.618,100,4687,12501,9900,100,59.0,64,347,191,78.239,1546.865,147.105,34,4,4,656.0,0,3.1,22.756,37.79,100,5532,12457,10056,100,60.0,65,351,195,77.474,996.682,149.201,19,3,3,459.2,0,3.8,18.249,32.758,100,5956,12341,10221,100,62.0,69,347,198,76.886,915.39,224.292,18.0,6.0,6.0,482.4,0.0,3.7,21.963,39.412,100.0,5891.0,12418.0,10225.0,100.0,61.0,68.0,348.0,200.0
1248,22,78.699,1048.323,178.012,24,5,5,155.2,0,3.9,19.534,45.618,100,5503,12165,9959,100,61.0,66,337,193,77.878,1761.628,166.339,30,4,4,764.6,0,3.1,22.756,37.79,100,5858,12438,10059,100,63.0,65,345,196,77.302,563.344,149.124,20,6,6,188.9,0,3.8,18.249,32.758,100,5694,12127,10159,100,63.0,64,341,198,77.129,720.857,200.026,11.0,4.0,4.0,313.2,0.0,3.7,21.963,39.412,100.0,5816.0,12467.0,10087.0,100.0,63.0,66.0,344.0,197.0
1248,23,79.812,128.224,101.189,7,1,1,,0,3.9,19.534,45.618,100,5296,12221,9808,100,58.0,62,341,191,77.511,538.407,144.695,19,5,5,199.4,0,3.8,18.249,32.758,100,5564,12153,10013,100,61.0,64,341,199,76.988,1056.328,221.734,18,6,6,422.3,0,3.7,21.963,39.412,100,5683,12388,9988,100,61.0,64,343,199,,,,,,,,,,,,,,,,,,,,
1248,24,78.98,1793.729,153.726,37,5,5,578.0,0,3.1,22.756,37.79,100,5757,12328,9748,100,61.0,68,347,194,78.428,979.257,212.5,18,7,7,306.6,0,3.8,18.249,32.758,100,5238,12183,9800,100,63.0,66,342,195,78.072,249.622,124.299,9,3,3,133.4,0,3.7,21.963,39.412,100,5126,12263,9838,100,61.0,65,345,196,,,,,,,,,,,,,,,,,,,,
