season,race,round,driver_number,driver_name,finishing_position
2024,Monaco Grand Prix,8,27,Nico Hülkenberg,19
2024,Monaco Grand Prix,8,20,Kevin Magnussen,20
2024,Canadian Grand Prix,9,33,Max Verstappen,1
2024,Canadian Grand Prix,9,4,Lando Norris,2
2024,Canadian Grand Prix,9,63,George Russell,3
2024,Canadian Grand Prix,9,44,Lewis Hamilton,4
2024,Canadian Grand Prix,9,81,Oscar Piastri,5
2024,Canadian Grand Prix,9,14,Fernando Alonso,6
2024,Canadian Grand Prix,9,18,Lance Stroll,7
2024,Canadian Grand Prix,9,3,Daniel Ricciardo,8
2024,Canadian Grand Prix,9,10,Pierre Gasly,9
2024,Canadian Grand Prix,9,31,Esteban Ocon,10
2024,Canadian Grand Prix,9,27,Nico Hülkenberg,11
2024,Canadian Grand Prix,9,20,Kevin Magnussen,12
2024,Canadian Grand Prix,9,77,Valtteri Bottas,13
2024,Canadian Grand Prix,9,22,Yuki Tsunoda,14
2024,Canadian Grand Prix,9,24,Guanyu Zhou,15
2024,Canadian Grand Prix,9,55,Carlos Sainz,16
2024,Canadian Grand Prix,9,23,Alexander Albon,17
2024,Canadian Grand Prix,9,11,Sergio Pérez,18
2024,Canadian Grand Prix,9,16,Charles Leclerc,19
2024,Canadian Grand Prix,9,2,Logan Sargeant,20
2024,Spanish Grand Prix,10,33,Max Verstappen,1
2024,Spanish Grand Prix,10,4,Lando Norris,2
2024,Spanish Grand Prix,10,44,Lewis Hamilton,3
2024,Spanish Grand Prix,10,63,George Russell,4
2024,Spanish Grand Prix,10,16,Charles Leclerc,5
2024,Spanish Grand Prix,10,55,Carlos Sainz,6
2024,Spanish Grand Prix,10,81,Oscar Piastri,7
2024,Spanish Grand Prix,10,11,Sergio Pérez,8
2024,Spanish Grand Prix,10,10,Pierre Gasly,9
2024,Spanish Grand Prix,10,31,Esteban Ocon,10
2024,Spanish Grand Prix,10,27,Nico Hülkenberg,11
2024,Spanish Grand Prix,10,14,Fernando Alonso,12
2024,Spanish Grand Prix,10,24,Guanyu Zhou,13
2024,Spanish Grand Prix,10,18,Lance Stroll,14
2024,Spanish Grand Prix,10,3,Daniel Ricciardo,15
2024,Spanish Grand Prix,10,77,Valtteri Bottas,16
2024,Spanish Grand Prix,10,20,Kevin Magnussen,17
2024,Spanish Grand Prix,10,23,Alexander Albon,18
2024,Spanish Grand Prix,10,22,Yuki Tsunoda,19
2024,Spanish Grand Prix,10,2,Logan Sargeant,20
2024,Austrian Grand Prix,11,63,George Russell,1
2024,Austrian Grand Prix,11,81,Oscar Piastri,2
2024,Austrian Grand Prix,11,55,Carlos Sainz,3
2024,Austrian Grand Prix,11,44,Lewis Hamilton,4
2024,Austrian Grand Prix,11,33,Max Verstappen,5
2024,Austrian Grand Prix,11,27,Nico Hülkenberg,6
2024,Austrian Grand Prix,11,11,Sergio Pérez,7
2024,Austrian Grand Prix,11,20,Kevin Magnussen,8
2024,Austrian Grand Prix,11,3,Daniel Ricciardo,9
2024,Austrian Grand Prix,11,10,Pierre Gasly,10
2024,Austrian Grand Prix,11,16,Charles Leclerc,11
2024,Austrian Grand Prix,11,31,Esteban Ocon,12
2024,Austrian Grand Prix,11,18,Lance Stroll,13
2024,Austrian Grand Prix,11,22,Yuki Tsunoda,14
2024,Austrian Grand Prix,11,23,Alexander Albon,15
2024,Austrian Grand Prix,11,77,Valtteri Bottas,16
2024,Austrian Grand Prix,11,24,Guanyu Zhou,17
2024,Austrian Grand Prix,11,14,Fernando Alonso,18
2024,Austrian Grand Prix,11,2,Logan Sargeant,19
2024,Austrian Grand Prix,11,4,Lando Norris,20
2024,British Grand Prix,12,44,Lewis Hamilton,1
2024,British Grand Prix,12,33,Max Verstappen,2
2024,British Grand Prix,12,4,Lando Norris,3
2024,British Grand Prix,12,81,Oscar Piastri,4
2024,British Grand Prix,12,55,Carlos Sainz,5
2024,British Grand Prix,12,27,Nico Hülkenberg,6
2024,British Grand Prix,12,18,Lance Stroll,7
2024,British Grand Prix,12,14,Fernando Alonso,8
2024,British Grand Prix,12,23,Alexander Albon,9
2024,British Grand Prix,12,22,Yuki Tsunoda,10
2024,British Grand Prix,12,2,Logan Sargeant,11
2024,British Grand Prix,12,20,Kevin Magnussen,12
2024,British Grand Prix,12,3,Daniel Ricciardo,13
2024,British Grand Prix,12,16,Charles Leclerc,14
2024,British Grand Prix,12,77,Valtteri Bottas,15
2024,British Grand Prix,12,31,Esteban Ocon,16
2024,British Grand Prix,12,11,Sergio Pérez,17
2024,British Grand Prix,12,24,Guanyu Zhou,18
2024,British Grand Prix,12,63,George Russell,19
2024,British Grand Prix,12,10,Pierre Gasly,20
2024,Hungarian Grand Prix,13,81,Oscar Piastri,1
2024,Hungarian Grand Prix,13,4,Lando Norris,2
2024,Hungarian Grand Prix,13,44,Lewis Hamilton,3
2024,Hungarian Grand Prix,13,16,Charles Leclerc,4
2024,Hungarian Grand Prix,13,33,Max Verstappen,5
2024,Hungarian Grand Prix,13,55,Carlos Sainz,6
2024,Hungarian Grand Prix,13,11,Sergio Pérez,7
2024,Hungarian Grand Prix,13,63,George Russell,8
2024,Hungarian Grand Prix,13,22,Yuki Tsunoda,9
2024,Hungarian Grand Prix,13,18,Lance Stroll,10
2024,Hungarian Grand Prix,13,14,Fernando Alonso,11
2024,Hungarian Grand Prix,13,3,Daniel Ricciardo,12
2024,Hungarian Grand Prix,13,27,Nico Hülkenberg,13
2024,Hungarian Grand Prix,13,23,Alexander Albon,14
2024,Hungarian Grand Prix,13,20,Kevin Magnussen,15
2024,Hungarian Grand Prix,13,77,Valtteri Bottas,16
2024,Hungarian Grand Prix,13,2,Logan Sargeant,17
2024,Hungarian Grand Prix,13,31,Esteban Ocon,18
2024,Hungarian Grand Prix,13,24,Guanyu Zhou,19
2024,Hungarian Grand Prix,13,10,Pierre Gasly,20
2024,Belgian Grand Prix,14,44,Lewis Hamilton,1
2024,Belgian Grand Prix,14,81,Oscar Piastri,2
2024,Belgian Grand Prix,14,16,Charles Leclerc,3
2024,Belgian Grand Prix,14,33,Max Verstappen,4
2024,Belgian Grand Prix,14,4,Lando Norris,5
2024,Belgian Grand Prix,14,55,Carlos Sainz,6
2024,Belgian Grand Prix,14,11,Sergio Pérez,7
2024,Belgian Grand Prix,14,14,Fernando Alonso,8
2024,Belgian Grand Prix,14,31,Esteban Ocon,9
2024,Belgian Grand Prix,14,3,Daniel Ricciardo,10
2024,Belgian Grand Prix,14,18,Lance Stroll,11
2024,Belgian Grand Prix,14,23,Alexander Albon,12
2024,Belgian Grand Prix,14,10,Pierre Gasly,13
2024,Belgian Grand Prix,14,20,Kevin Magnussen,14
2024,Belgian Grand Prix,14,77,Valtteri Bottas,15
2024,Belgian Grand Prix,14,22,Yuki Tsunoda,16
2024,Belgian Grand Prix,14,2,Logan Sargeant,17
2024,Belgian Grand Prix,14,27,Nico Hülkenberg,18
2024,Belgian Grand Prix,14,24,Guanyu Zhou,19
2024,Belgian Grand Prix,14,63,George Russell,20
2024,Dutch Grand Prix,15,4,Lando Norris,1
2024,Dutch Grand Prix,15,33,Max Verstappen,2
2024,Dutch Grand Prix,15,16,Charles Leclerc,3
2024,Dutch Grand Prix,15,81,Oscar Piastri,4
2024,Dutch Grand Prix,15,55,Carlos Sainz,5
2024,Dutch Grand Prix,15,11,Sergio Pérez,6
2024,Dutch Grand Prix,15,63,George Russell,7
2024,Dutch Grand Prix,15,44,Lewis Hamilton,8
2024,Dutch Grand Prix,15,10,Pierre Gasly,9
2024,Dutch Grand Prix,15,14,Fernando Alonso,10
2024,Dutch Grand Prix,15,27,Nico Hülkenberg,11
2024,Dutch Grand Prix,15,3,Daniel Ricciardo,12
2024,Dutch Grand Prix,15,18,Lance Stroll,13
2024,Dutch Grand Prix,15,23,Alexander Albon,14
2024,Dutch Grand Prix,15,31,Esteban Ocon,15
2024,Dutch Grand Prix,15,2,Logan Sargeant,16
2024,Dutch Grand Prix,15,22,Yuki Tsunoda,17
2024,Dutch Grand Prix,15,20,Kevin Magnussen,18
2024,Dutch Grand Prix,15,77,Valtteri Bottas,19
2024,Dutch Grand Prix,15,24,Guanyu Zhou,20
2024,Italian Grand Prix,16,16,Charles Leclerc,1
2024,Italian Grand Prix,16,81,Oscar Piastri,2
2024,Italian Grand Prix,16,4,Lando Norris,3
2024,Italian Grand Prix,16,55,Carlos Sainz,4
2024,Italian Grand Prix,16,44,Lewis Hamilton,5
2024,Italian Grand Prix,16,33,Max Verstappen,6
2024,Italian Grand Prix,16,63,George Russell,7
2024,Italian Grand Prix,16,11,Sergio Pérez,8
2024,Italian Grand Prix,16,23,Alexander Albon,9
2024,Italian Grand Prix,16,20,Kevin Magnussen,10
2024,Italian Grand Prix,16,14,Fernando Alonso,11
2024,Italian Grand Prix,16,43,Franco Colapinto,12
2024,Italian Grand Prix,16,3,Daniel Ricciardo,13
2024,Italian Grand Prix,16,31,Esteban Ocon,14
2024,Italian Grand Prix,16,10,Pierre Gasly,15
2024,Italian Grand Prix,16,77,Valtteri Bottas,16
2024,Italian Grand Prix,16,27,Nico Hülkenberg,17
2024,Italian Grand Prix,16,24,Guanyu Zhou,18
2024,Italian Grand Prix,16,18,Lance Stroll,19
2024,Italian Grand Prix,16,22,Yuki Tsunoda,20
2024,Azerbaijan Grand Prix,17,81,Oscar Piastri,1
2024,Azerbaijan Grand Prix,17,16,Charles Leclerc,2
2024,Azerbaijan Grand Prix,17,63,George Russell,3
2024,Azerbaijan Grand Prix,17,4,Lando Norris,4
2024,Azerbaijan Grand Prix,17,33,Max Verstappen,5
2024,Azerbaijan Grand Prix,17,14,Fernando Alonso,6
2024,Azerbaijan Grand Prix,17,23,Alexander Albon,7
2024,Azerbaijan Grand Prix,17,43,Franco Colapinto,8
2024,Azerbaijan Grand Prix,17,44,Lewis Hamilton,9
2024,Azerbaijan Grand Prix,17,38,Oliver Bearman,10
2024,Azerbaijan Grand Prix,17,27,Nico Hülkenberg,11
2024,Azerbaijan Grand Prix,17,10,Pierre Gasly,12
2024,Azerbaijan Grand Prix,17,3,Daniel Ricciardo,13
2024,Azerbaijan Grand Prix,17,24,Guanyu Zhou,14
2024,Azerbaijan Grand Prix,17,31,Esteban Ocon,15
2024,Azerbaijan Grand Prix,17,77,Valtteri Bottas,16
2024,Azerbaijan Grand Prix,17,11,Sergio Pérez,17
2024,Azerbaijan Grand Prix,17,55,Carlos Sainz,18
2024,Azerbaijan Grand Prix,17,18,Lance Stroll,19
2024,Azerbaijan Grand Prix,17,22,Yuki Tsunoda,20
2024,Singapore Grand Prix,18,4,Lando Norris,1
2024,Singapore Grand Prix,18,33,Max Verstappen,2
2024,Singapore Grand Prix,18,81,Oscar Piastri,3
2024,Singapore Grand Prix,18,63,George Russell,4
2024,Singapore Grand Prix,18,16,Charles Leclerc,5
2024,Singapore Grand Prix,18,44,Lewis Hamilton,6
2024,Singapore Grand Prix,18,55,Carlos Sainz,7
2024,Singapore Grand Prix,18,14,Fernando Alonso,8
2024,Singapore Grand Prix,18,27,Nico Hülkenberg,9
2024,Singapore Grand Prix,18,11,Sergio Pérez,10
2024,Singapore Grand Prix,18,43,Franco Colapinto,11
2024,Singapore Grand Prix,18,22,Yuki Tsunoda,12
2024,Singapore Grand Prix,18,31,Esteban Ocon,13
2024,Singapore Grand Prix,18,18,Lance Stroll,14
2024,Singapore Grand Prix,18,24,Guanyu Zhou,15
2024,Singapore Grand Prix,18,77,Valtteri Bottas,16
2024,Singapore Grand Prix,18,10,Pierre Gasly,17
2024,Singapore Grand Prix,18,3,Daniel Ricciardo,18
2024,Singapore Grand Prix,18,20,Kevin Magnussen,19
2024,Singapore Grand Prix,18,23,Alexander Albon,20
2024,United States Grand Prix,19,16,Charles Leclerc,1
2024,United States Grand Prix,19,55,Carlos Sainz,2
2024,United States Grand Prix,19,33,Max Verstappen,3
2024,United States Grand Prix,19,4,Lando Norris,4
2024,United States Grand Prix,19,81,Oscar Piastri,5
2024,United States Grand Prix,19,63,George Russell,6
2024,United States Grand Prix,19,11,Sergio Pérez,7
2024,United States Grand Prix,19,27,Nico Hülkenberg,8
2024,United States Grand Prix,19,30,Liam Lawson,9
2024,United States Grand Prix,19,43,Franco Colapinto,10
2024,United States Grand Prix,19,20,Kevin Magnussen,11
2024,United States Grand Prix,19,10,Pierre Gasly,12
2024,United States Grand Prix,19,14,Fernando Alonso,13
2024,United States Grand Prix,19,22,Yuki Tsunoda,14
2024,United States Grand Prix,19,18,Lance Stroll,15
2024,United States Grand Prix,19,23,Alexander Albon,16
2024,United States Grand Prix,19,77,Valtteri Bottas,17
2024,United States Grand Prix,19,31,Esteban Ocon,18
2024,United States Grand Prix,19,24,Guanyu Zhou,19
2024,United States Grand Prix,19,44,Lewis Hamilton,20
2024,Mexico City Grand Prix,20,55,Carlos Sainz,1
2024,Mexico City Grand Prix,20,4,Lando Norris,2
2024,Mexico City Grand Prix,20,16,Charles Leclerc,3
2024,Mexico City Grand Prix,20,44,Lewis Hamilton,4
2024,Mexico City Grand Prix,20,63,George Russell,5
2024,Mexico City Grand Prix,20,33,Max Verstappen,6
2024,Mexico City Grand Prix,20,20,Kevin Magnussen,7
2024,Mexico City Grand Prix,20,81,Oscar Piastri,8
2024,Mexico City Grand Prix,20,27,Nico Hülkenberg,9
2024,Mexico City Grand Prix,20,10,Pierre Gasly,10
2024,Mexico City Grand Prix,20,18,Lance Stroll,11
2024,Mexico City Grand Prix,20,43,Franco Colapinto,12
2024,Mexico City Grand Prix,20,31,Esteban Ocon,13
2024,Mexico City Grand Prix,20,77,Valtteri Bottas,14
2024,Mexico City Grand Prix,20,24,Guanyu Zhou,15
2024,Mexico City Grand Prix,20,30,Liam Lawson,16
2024,Mexico City Grand Prix,20,11,Sergio Pérez,17
2024,Mexico City Grand Prix,20,14,Fernando Alonso,18
2024,Mexico City Grand Prix,20,23,Alexander Albon,19
2024,Mexico City Grand Prix,20,22,Yuki Tsunoda,20
2024,São Paulo Grand Prix,21,33,Max Verstappen,1
2024,São Paulo Grand Prix,21,31,Esteban Ocon,2
2024,São Paulo Grand Prix,21,10,Pierre Gasly,3
2024,São Paulo Grand Prix,21,63,George Russell,4
2024,São Paulo Grand Prix,21,16,Charles Leclerc,5
2024,São Paulo Grand Prix,21,4,Lando Norris,6
2024,São Paulo Grand Prix,21,22,Yuki Tsunoda,7
2024,São Paulo Grand Prix,21,81,Oscar Piastri,8
2024,São Paulo Grand Prix,21,30,Liam Lawson,9
2024,São Paulo Grand Prix,21,44,Lewis Hamilton,10
2024,São Paulo Grand Prix,21,11,Sergio Pérez,11
2024,São Paulo Grand Prix,21,38,Oliver Bearman,12
2024,São Paulo Grand Prix,21,77,Valtteri Bottas,13
2024,São Paulo Grand Prix,21,14,Fernando Alonso,14
2024,São Paulo Grand Prix,21,24,Guanyu Zhou,15
2024,São Paulo Grand Prix,21,55,Carlos Sainz,16
2024,São Paulo Grand Prix,21,43,Franco Colapinto,17
2024,São Paulo Grand Prix,21,23,Alexander Albon,18
2024,São Paulo Grand Prix,21,18,Lance Stroll,19
2024,São Paulo Grand Prix,21,27,Nico Hülkenberg,20
2024,Las Vegas Grand Prix,22,63,George Russell,1
2024,Las Vegas Grand Prix,22,44,Lewis Hamilton,2
2024,Las Vegas Grand Prix,22,55,Carlos Sainz,3
2024,Las Vegas Grand Prix,22,16,Charles Leclerc,4
2024,Las Vegas Grand Prix,22,33,Max Verstappen,5
2024,Las Vegas Grand Prix,22,4,Lando Norris,6
2024,Las Vegas Grand Prix,22,81,Oscar Piastri,7
2024,Las Vegas Grand Prix,22,27,Nico Hülkenberg,8
2024,Las Vegas Grand Prix,22,22,Yuki Tsunoda,9
2024,Las Vegas Grand Prix,22,11,Sergio Pérez,10
2024,Las Vegas Grand Prix,22,14,Fernando Alonso,11
2024,Las Vegas Grand Prix,22,20,Kevin Magnussen,12
2024,Las Vegas Grand Prix,22,24,Guanyu Zhou,13
2024,Las Vegas Grand Prix,22,43,Franco Colapinto,14
2024,Las Vegas Grand Prix,22,18,Lance Stroll,15
2024,Las Vegas Grand Prix,22,30,Liam Lawson,16
2024,Las Vegas Grand Prix,22,31,Esteban Ocon,17
2024,Las Vegas Grand Prix,22,77,Valtteri Bottas,18
2024,Las Vegas Grand Prix,22,23,Alexander Albon,19
2024,Las Vegas Grand Prix,22,10,Pierre Gasly,20
2024,Qatar Grand Prix,23,33,Max Verstappen,1
2024,Qatar Grand Prix,23,16,Charles Leclerc,2
2024,Qatar Grand Prix,23,81,Oscar Piastri,3
2024,Qatar Grand Prix,23,63,George Russell,4
2024,Qatar Grand Prix,23,10,Pierre Gasly,5
2024,Qatar Grand Prix,23,55,Carlos Sainz,6
2024,Qatar Grand Prix,23,14,Fernando Alonso,7
2024,Qatar Grand Prix,23,24,Guanyu Zhou,8
2024,Qatar Grand Prix,23,20,Kevin Magnussen,9
2024,Qatar Grand Prix,23,4,Lando Norris,10
2024,Qatar Grand Prix,23,77,Valtteri Bottas,11
2024,Qatar Grand Prix,23,44,Lewis Hamilton,12
2024,Qatar Grand Prix,23,22,Yuki Tsunoda,13
2024,Qatar Grand Prix,23,30,Liam Lawson,14
2024,Qatar Grand Prix,23,23,Alexander Albon,15
2024,Qatar Grand Prix,23,27,Nico Hülkenberg,16
2024,Qatar Grand Prix,23,11,Sergio Pérez,17
2024,Qatar Grand Prix,23,18,Lance Stroll,18
2024,Qatar Grand Prix,23,43,Franco Colapinto,19
2024,Qatar Grand Prix,23,31,Esteban Ocon,20
2024,Abu Dhabi Grand Prix,24,4,Lando Norris,1
2024,Abu Dhabi Grand Prix,24,55,Carlos Sainz,2
2024,Abu Dhabi Grand Prix,24,16,Charles Leclerc,3
2024,Abu Dhabi Grand Prix,24,44,Lewis Hamilton,4
2024,Abu Dhabi Grand Prix,24,63,George Russell,5
2024,Abu Dhabi Grand Prix,24,33,Max Verstappen,6
2024,Abu Dhabi Grand Prix,24,10,Pierre Gasly,7
2024,Abu Dhabi Grand Prix,24,27,Nico Hülkenberg,8
2024,Abu Dhabi Grand Prix,24,14,Fernando Alonso,9
2024,Abu Dhabi Grand Prix,24,81,Oscar Piastri,10
2024,Abu Dhabi Grand Prix,24,23,Alexander Albon,11
2024,Abu Dhabi Grand Prix,24,22,Yuki Tsunoda,12
2024,Abu Dhabi Grand Prix,24,24,Guanyu Zhou,13
2024,Abu Dhabi Grand Prix,24,18,Lance Stroll,14
2024,Abu Dhabi Grand Prix,24,61,Jack Doohan,15
2024,Abu Dhabi Grand Prix,24,20,Kevin Magnussen,16
2024,Abu Dhabi Grand Prix,24,30,Liam Lawson,17
2024,Abu Dhabi Grand Prix,24,77,Valtteri Bottas,18
2024,Abu Dhabi Grand Prix,24,43,Franco Colapinto,19
2024,Abu Dhabi Grand Prix,24,11,Sergio Pérez,20
2025,Australian Grand Prix,1,4,Lando Norris,1
2025,Australian Grand Prix,1,33,Max Verstappen,2
2025,Australian Grand Prix,1,63,George Russell,3
2025,Australian Grand Prix,1,12,Andrea Kimi Antonelli,4
2025,Australian Grand Prix,1,23,Alexander Albon,5
2025,Australian Grand Prix,1,18,Lance Stroll,6
2025,Australian Grand Prix,1,27,Nico Hülkenberg,7
2025,Australian Grand Prix,1,16,Charles Leclerc,8
2025,Australian Grand Prix,1,81,Oscar Piastri,9
2025,Australian Grand Prix,1,44,Lewis Hamilton,10
2025,Australian Grand Prix,1,10,Pierre Gasly,11
2025,Australian Grand Prix,1,22,Yuki Tsunoda,12
2025,Australian Grand Prix,1,31,Esteban Ocon,13
2025,Australian Grand Prix,1,38,Oliver Bearman,14
2025,Australian Grand Prix,1,30,Liam Lawson,15
2025,Australian Grand Prix,1,5,Gabriel Bortoleto,16
2025,Australian Grand Prix,1,14,Fernando Alonso,17
2025,Australian Grand Prix,1,55,Carlos Sainz,18
2025,Australian Grand Prix,1,61,Jack Doohan,19
2025,Australian Grand Prix,1,6,Isack Hadjar,20
2025,Chinese Grand Prix,2,81,Oscar Piastri,1
2025,Chinese Grand Prix,2,4,Lando Norris,2
2025,Chinese Grand Prix,2,63,George Russell,3
2025,Chinese Grand Prix,2,33,Max Verstappen,4
2025,Chinese Grand Prix,2,31,Esteban Ocon,5
2025,Chinese Grand Prix,2,12,Andrea Kimi Antonelli,6
2025,Chinese Grand Prix,2,23,Alexander Albon,7
2025,Chinese Grand Prix,2,38,Oliver Bearman,8
2025,Chinese Grand Prix,2,18,Lance Stroll,9
2025,Chinese Grand Prix,2,55,Carlos Sainz,10
2025,Chinese Grand Prix,2,6,Isack Hadjar,11
2025,Chinese Grand Prix,2,30,Liam Lawson,12
2025,Chinese Grand Prix,2,61,Jack Doohan,13
2025,Chinese Grand Prix,2,5,Gabriel Bortoleto,14
2025,Chinese Grand Prix,2,27,Nico Hülkenberg,15
2025,Chinese Grand Prix,2,22,Yuki Tsunoda,16
2025,Chinese Grand Prix,2,14,Fernando Alonso,17
2025,Chinese Grand Prix,2,16,Charles Leclerc,18
2025,Chinese Grand Prix,2,44,Lewis Hamilton,19
2025,Chinese Grand Prix,2,10,Pierre Gasly,20
2025,Japanese Grand Prix,3,33,Max Verstappen,1
2025,Japanese Grand Prix,3,4,Lando Norris,2
2025,Japanese Grand Prix,3,81,Oscar Piastri,3
2025,Japanese Grand Prix,3,16,Charles Leclerc,4
2025,Japanese Grand Prix,3,63,George Russell,5
2025,Japanese Grand Prix,3,12,Andrea Kimi Antonelli,6
2025,Japanese Grand Prix,3,44,Lewis Hamilton,7
2025,Japanese Grand Prix,3,6,Isack Hadjar,8
2025,Japanese Grand Prix,3,23,Alexander Albon,9
2025,Japanese Grand Prix,3,38,Oliver Bearman,10
2025,Japanese Grand Prix,3,14,Fernando Alonso,11
2025,Japanese Grand Prix,3,22,Yuki Tsunoda,12
2025,Japanese Grand Prix,3,10,Pierre Gasly,13
2025,Japanese Grand Prix,3,55,Carlos Sainz,14
2025,Japanese Grand Prix,3,61,Jack Doohan,15
2025,Japanese Grand Prix,3,27,Nico Hülkenberg,16
2025,Japanese Grand Prix,3,30,Liam Lawson,17
2025,Japanese Grand Prix,3,31,Esteban Ocon,18
2025,Japanese Grand Prix,3,5,Gabriel Bortoleto,19
2025,Japanese Grand Prix,3,18,Lance Stroll,20
